$1980 DeGray Reservoir meteorology                                                    ,,,,,
,,,,,
JDAY,TAIR,TDEW,WIND,PHI,CLOUD
334.625,16.1,-3.9,5.3,5.42,0
334.75,9.4,-3.3,0,0,0
334.875,5.6,-2.2,1.9,4.02,0
335,2.8,-1.7,1.9,3.85,0
335.125,5,-2.8,0,0,0
335.25,2.8,-2.2,2.3,3.15,0
335.375,8.3,2.8,2.3,4.55,5
335.5,15.6,10.6,6.4,4.02,5
335.625,20.6,11.1,4.9,3.67,7
335.75,16.7,9.4,3.8,3.15,4
335.875,15.6,9.4,4.9,3.32,3
336,13.3,8.9,4.5,3.5,6
336.125,13.9,9.4,4.5,3.5,4
336.25,13.9,10,3,3.5,7
336.375,13.9,10,3.8,3.15,7
336.5,18.3,12.2,5.3,3.5,10
336.625,20,12.2,5.3,3.15,9
336.75,18.9,12.2,3.4,3.32,8
336.875,17.2,12.2,3,3.85,10
337,15.6,11.7,4.5,3.67,3
337.125,15.6,11.7,3.4,4.2,7
337.25,11.7,5.6,6.4,5.42,10
337.375,7.8,1.1,6.1,0.17,2
337.5,8.3,3.9,5.3,6.12,0
337.625,10,-3.3,4.9,5.24,0
337.75,5.6,-5,5.3,0.17,3
337.875,2.2,-6.7,3.4,0.52,0
338,0.6,-7.2,3.4,0.52,0
338.125,-1.1,-7.8,3.4,0.7,0
338.25,-2.8,-7.2,2.7,0.52,0
338.375,-0.6,-5,2.7,1.4,0
338.5,3.3,-3.3,3.4,1.22,0
338.625,6.7,-1.7,3.4,1.4,0
338.75,4.4,-1.7,1.9,1.92,1
338.875,1.1,-2.8,0,0,2
339,-0.6,-3.3,0,0,0
339.125,1.1,-1.7,1.1,3.5,0
339.25,2.8,-0.6,1.1,2.45,7
339.375,6.1,3.9,2.3,3.32,10
339.5,12.8,3.9,1.9,2.62,8
339.625,15,6.1,3.4,2.1,8
339.75,13.3,7.2,2.7,2.62,10
339.875,14.4,7.2,4.5,2.8,9
340,13.3,6.7,2.7,2.45,9
340.125,10,5.6,2.3,1.4,10
340.25,11.1,7.2,1.1,2.8,10
340.375,13.9,10,4.9,3.5,10
340.5,17.8,15,3.8,3.5,10
340.625,18.9,11.1,3.4,3.15,8
340.75,15,11.1,2.7,2.27,7
340.875,12.8,10,1.1,1.92,4
341,11.7,9.4,0,0,3
341.125,13.3,11.1,3,3.15,8
341.25,14.4,11.7,3,3.32,9
341.375,15.6,12.2,1.1,2.8,4
341.5,21.1,14.4,5.7,3.5,8
341.625,21.7,13.9,4.5,3.5,4
341.75,16.7,12.2,2.7,2.45,4
341.875,16.1,13.3,2.3,3.15,2
342,13.9,11.7,0,0,3
342.125,13.9,11.7,1.9,0.87,10
342.25,13.3,11.7,1.9,1.92,10
342.375,13.9,12.2,0,0,10
342.5,18.9,16.1,3,2.45,10
342.625,20.6,15,3.4,2.1,10
342.75,16.1,13.3,4.5,2.62,10
342.875,15.6,12.2,3,2.27,10
343,15.6,13.3,4.5,2.8,10
343.125,14.4,12.2,1.1,2.45,4
343.25,17.2,13.9,4.5,3.15,10
343.375,17.2,14.4,4.5,3.15,10
343.5,18.3,15.6,4.9,3.15,10
343.625,16.1,14.4,5.3,0.17,10
343.75,15,13.9,5.3,1.05,10
343.875,10.6,8.9,5.3,5.77,10
344,9.4,7.2,4.5,5.59,10
344.125,8.9,7.2,2.7,5.94,10
344.25,8.9,6.1,4.5,5.24,10
344.375,8.3,5.6,4.5,5.07,10
344.5,7.8,4.4,4.9,5.07,10
344.625,6.1,2.2,4.5,5.24,10
344.75,5.6,1.7,4.9,5.42,10
344.875,5.6,0.6,5.3,6.29,10
345,5,-0.6,3.8,6.29,10
345.125,4.4,-0.6,4.5,5.94,10
345.25,4.4,-1.1,4.5,5.94,10
345.375,4.4,-1.7,3.4,6.29,10
345.5,6.1,-1.1,3.8,5.07,10
345.625,6.1,-1.7,4.5,5.07,10
345.75,3.9,-2.8,3.4,5.24,3
345.875,0.6,-2.8,0,0,0
346,-0.6,-3.3,1.9,4.2,0
346.125,-1.1,-3.9,2.3,4.37,0
346.25,-1.7,-3.9,0,0,0
346.375,1.1,-0.6,2.7,4.2,2
346.5,9.4,1.7,4.5,4.02,4
346.625,12.8,0,4.5,3.85,3
346.75,8.9,-0.6,4.5,3.5,2
346.875,6.7,-0.6,2.7,4.02,0
347,6.1,-0.6,3.8,4.2,0
347.125,3.9,-1.1,3.4,4.2,0
347.25,2.2,-1.1,3,4.37,0
347.375,5,-1.7,3.8,4.37,0
347.5,15,3.3,3.8,4.2,0
347.625,17.8,3.3,6.1,4.02,7
347.75,13.3,2.8,3,4.02,0
347.875,11.1,3.3,3.4,4.02,0
348,6.7,1.7,0,0,0
348.125,6.1,2.2,3,4.55,0
348.25,3.9,0.6,0,0,0
348.375,10,4.4,1.9,5.77,10
348.5,15,3.9,5.7,1.05,8
348.625,15,1.7,3.4,0.7,8
348.75,9.4,0,0,0,6
348.875,4.4,0,1.9,4.2,0
349,2.8,0,0,0,0
349.125,2.8,-5,0,0,0
349.25,-1.1,-4.4,0,0,2
349.375,2.8,-0.6,0,0,7
349.5,10,-0.6,2.3,3.32,4
349.625,12.8,-0.6,2.3,2.27,3
349.75,5.6,-1.7,2.3,2.62,5
349.875,5,-1.7,1.1,2.45,0
350,2.2,-2.8,1.9,3.85,4
350.125,3.9,-2.2,4.5,4.2,0
350.25,3.3,-2.2,3,4.2,0
350.375,6.7,-1.1,3.8,4.37,0
350.5,15.6,4.4,3.4,4.02,5
350.625,17.8,6.1,4.5,5.24,10
350.75,15.6,2.2,3.4,4.9,10
350.875,15,1.7,3.8,5.07,10
351,12.8,1.1,5.3,4.9,3
351.125,10,0.6,3.8,5.42,0
351.25,10,1.1,3.4,5.59,10
351.375,10.6,1.7,3.4,5.77,9
351.5,12.8,1.7,5.3,6.12,10
351.625,13.3,1.1,5.3,6.12,4
351.75,9.4,0,3.4,0.35,0
351.875,4.4,0.6,2.7,1.05,0
352,1.7,-1.1,2.7,0.87,0
352.125,1.1,-2.2,0,0,0
352.25,0,-3.3,0,0,0
352.375,2.2,-1.1,1.9,2.1,0
352.5,8.3,-1.1,2.7,3.15,0
352.625,11.1,0,4.5,3.15,0
352.75,8.3,0,2.7,3.32,4
352.875,6.7,0,3.4,3.32,0
353,6.7,0.6,3.4,3.67,0
353.125,3.9,-1.1,2.7,3.67,0
353.25,2.8,-0.6,2.3,2.97,0
353.375,7.2,4.4,2.3,2.62,0
353.5,16.1,7.2,5.3,3.85,0
353.625,20,8.9,1.1,5.07,4
353.75,13.9,7.2,1.1,1.75,4
353.875,10,6.1,0,0,0
354,13.3,10,5.3,0.52,7
354.125,7.8,0.6,6.4,0.7,10
354.25,4.4,-2.2,6.4,0.7,10
354.375,4.4,-6.7,8,0.7,10
354.5,3.9,-6.7,4.9,0.52,10
354.625,3.3,-9.4,6.4,0.52,10
354.75,1.1,-13.9,6.1,0.7,10
354.875,1.1,-13.9,5.3,0.35,10
355,-0.6,-13.9,5.7,0.35,10
355.125,-3.9,-12.8,6.1,0.35,10
355.25,-6.1,-16.1,5.3,0.52,10
355.375,-7.8,-17.2,6.1,6.29,8
355.5,-5.6,-16.7,3.8,0.7,8
355.625,-3.9,-16.7,3,0.35,7
355.75,-3.9,-16.7,4.9,0.7,7
355.875,-6.7,-15,3,1.05,1
356,-6.7,-14.4,3.4,0.7,0
356.125,-7.8,-14.4,3.4,0.52,0
356.25,-7.8,-15,4.5,0.17,0
356.375,-7.2,-15,4.9,0.35,0
356.5,-1.7,-13.3,3.4,1.22,0
356.625,0.6,-13.9,5.7,1.22,0
356.75,-3.3,-13.3,3,1.4,0
356.875,-4.4,-12.2,2.7,1.05,0
357,-4.4,-12.2,1.9,5.94,0
357.125,-5.6,-12.2,0,0,0
357.25,-6.1,-11.7,0,0,2
357.375,-3.9,-9.4,0,0,10
357.5,-0.6,-10,1.1,3.85,10
357.625,1.1,-10,3.8,3.15,10
357.75,1.1,-7.2,1.9,1.75,10
357.875,1.1,-7.2,3.4,3.15,10
358,1.7,-6.7,1.9,3.5,10
358.125,2.2,-6.1,1.1,3.15,10
358.25,2.2,-5,1.1,2.45,10
358.375,3.3,-2.8,3,2.62,10
358.5,6.1,-1.1,2.3,2.8,10
358.625,7.2,0,3,2.1,10
358.75,6.1,1.7,2.7,1.22,10
358.875,6.1,2.8,2.3,0.17,10
359,6.7,2.8,2.3,5.94,10
359.125,6.1,2.8,5.7,5.59,10
359.25,6.1,3.3,3,5.59,10
359.375,4.4,-1.1,5.3,5.94,6
359.5,5.6,-2.2,6.4,5.94,4
359.625,4.4,-8.3,8,6.12,3
359.75,-0.6,-11.1,5.3,6.12,0
359.875,-3.9,-12.2,5.3,6.29,0
360,-6.1,-13.3,5.3,0.35,0
360.125,-8.9,-14.4,3.4,0.17,2
360.25,-10,-15,4.5,0.35,0
360.375,-9.4,-14.4,3.4,0.87,4
360.5,-6.1,-13.3,3,2.1,9
360.625,-4.4,-12.2,2.3,2.1,10
360.75,-4.4,-11.7,3,2.1,10
360.875,-4.4,-10.6,2.7,2.27,4
361,-4.4,-10.6,0,0,3
361.125,-6.1,-10,0,0,0
361.25,-5,-8.3,0,0,10
361.375,-2.8,-7.2,2.3,3.15,9
361.5,-0.6,-6.7,2.7,4.02,10
361.625,1.7,-3.3,3,4.55,10
361.75,1.7,-2.8,1.9,2.97,10
361.875,1.7,-1.7,0,0,10
362,1.1,-2.2,1.9,0.35,10
362.125,1.1,-2.8,1.9,5.94,10
362.25,-1.1,-4.4,2.7,0.17,0
362.375,0.6,-4.4,3.4,0.35,6
362.5,4.4,-4.4,3,1.57,5
362.625,5.6,-4.4,2.7,1.4,4
362.75,1.1,-5.6,2.3,2.1,10
362.875,-0.6,-6.1,2.3,1.22,4
363,-2.2,-6.7,0,0,0
363.125,-2.2,-6.1,0,0,0
363.25,-3.9,-6.1,0,0,0
363.375,0,-3.3,2.3,1.4,7
363.5,6.1,-3.9,1.1,0.87,10
363.625,8.3,-3.3,3.4,2.1,8
363.75,4.4,-3.9,1.1,1.92,6
363.875,1.7,-3.9,0,0,0
364,0,-3.9,1.9,4.37,1
364.125,0,-3.3,2.7,4.55,0
364.25,-1.1,-4.4,1.9,4.37,0
364.375,2.8,-1.7,0,0,8
364.5,10,1.1,5.7,6.12,10
364.625,8.3,1.7,5.3,6.12,10
364.75,6.1,3.3,1.9,5.59,0
364.875,5,0,3.8,6.29,0
365,5,-0.6,3.8,0.17,0
365.125,1.7,-1.7,1.9,5.42,0
365.25,1.1,-1.7,2.3,6.12,0
365.375,4.4,1.1,1.9,5.24,0
365.5,10,1.7,1.9,4.72,3
365.625,12.8,1.7,3,2.45,3
365.75,7.2,0,3.4,2.8,0
365.875,5.6,-1.1,2.7,3.67,0
366,7.2,-0.6,3.4,3.85,0
366.125,3.9,-1.1,4.5,3.85,3
366.25,6.7,-1.1,2.3,4.55,10
366.375,7.8,-0.6,3,4.2,4
366.5,15.6,1.7,3.4,5.07,0
366.625,17.8,1.1,2.3,4.9,0
366.75,14.4,-1.1,2.3,5.24,0
366.875,6.7,-0.6,2.3,5.24,0
