$,
5.0625,0
5.07291667,0
5.08333333,0
5.09375,0
5.10416667,0
5.11458333,0
5.125,0
5.13541667,0
5.14583333,0
5.15625,0
5.16666667,0
5.17708333,0
5.1875,0
5.19791667,0
5.20833333,0
5.21875,0
5.22916667,0
5.23958333,0
5.25,0
5.26041667,0
5.27083333,0
5.28125,0
5.29166667,0
5.30208333,0
5.3125,0
5.32291667,0
5.33333333,0
5.34375,0
5.35416667,0
5.36458333,0
5.375,0
5.38541667,0
5.39583333,0
5.40625,0
5.41666667,0
5.42708333,0
5.4375,0
5.44791667,0
5.45833333,0
5.46875,0
5.47916667,0
5.48958333,0
5.5,0
5.51041667,0
5.52083333,0
5.53125,0
5.54166667,0
5.55208333,0
5.5625,0
5.57291667,0
5.58333333,0
5.59375,0
5.60416667,0
5.61458333,0
5.625,0
5.63541667,0
5.64583333,0
5.65625,0
5.66666667,0
5.67708333,0
5.6875,0
5.69791667,0
5.70833333,0
5.71875,0
5.72916667,0
5.73958333,0
5.75,0
5.76041667,0
5.77083333,0
5.78125,0
5.79166667,0
5.80208333,0
5.8125,0
5.82291667,0
5.83333333,0
5.84375,0
5.85416667,0
5.86458333,0
5.875,0
5.88541667,0
5.89583333,0
5.90625,0
5.91666667,0
5.92708333,0
5.9375,0
5.94791667,0
5.95833333,0
5.96875,0
5.97916667,0
5.98958333,0
6,0
6.01041667,0
6.02083333,0
6.03125,0
6.04166667,0
6.05208333,0
6.0625,0
6.07291667,0
6.08333333,0
6.09375,0
6.10416667,0
6.11458333,0
6.125,0
6.13541667,0
6.14583333,0
6.15625,0
6.16666667,0
6.17708333,0
6.1875,0
6.19791667,0
6.20833333,0
6.21875,0
6.22916667,0
6.23958333,0
6.25,0
6.26041667,0
6.27083333,0
6.28125,0
6.29166667,0
6.30208333,0
6.3125,0
6.32291667,0
6.33333333,0
6.34375,0
6.35416667,0
6.36458333,0
6.375,0
6.38541667,0
6.39583333,0
6.40625,0
6.41666667,0
6.42708333,0
6.4375,0
6.44791667,0
6.45833333,0
6.46875,0
6.47916667,0
6.48958333,0
6.5,0
6.51041667,0
6.52083333,0
6.53125,0
6.54166667,0
6.55208333,0
6.5625,0
6.57291667,0
6.58333333,0
6.59375,0
6.60416667,0
6.61458333,0
6.625,0
6.63541667,0
6.64583333,0
6.65625,0
6.66666667,0
6.67708333,0
6.6875,0
6.69791667,0
6.70833333,0
6.71875,0
6.72916667,0
6.73958333,0
6.75,0
6.76041667,0
6.77083333,0
6.78125,0
6.79166667,0
6.80208333,0
6.8125,0
6.82291667,0
6.83333333,0
6.84375,0
6.85416667,0
6.86458333,0
6.875,0
6.88541667,0
6.89583333,0
6.90625,0
6.91666667,0
6.92708333,0
6.9375,0
6.94791667,0
6.95833333,0
6.96875,0
6.97916667,0
6.98958333,0
7,0
7.01041667,0
7.02083333,0
7.03125,0
7.04166667,0
7.05208333,0
7.0625,0
7.07291667,0
7.08333333,0
7.09375,0
7.10416667,0
7.11458333,0
7.125,0
7.13541667,0
7.14583333,0
7.15625,0
7.16666667,0
7.17708333,0
7.1875,0
7.19791667,0
7.20833333,0
7.21875,0
7.22916667,0
7.23958333,0
7.25,0
7.26041667,0
7.27083333,0
7.28125,0
7.29166667,0
7.30208333,0
7.3125,0
7.32291667,0
7.33333333,0
7.34375,0
7.35416667,0
7.36458333,0
7.375,0
7.38541667,0
7.39583333,0
7.40625,0
7.41666667,0
7.42708333,0
7.4375,0
7.44791667,0
7.45833333,0
7.46875,0
7.47916667,0
7.48958333,0
7.5,0
7.51041667,0
7.52083333,0
7.53125,0
7.54166667,0
7.55208333,0
7.5625,0
7.57291667,0
7.58333333,0
7.59375,0
7.60416667,0
7.61458333,0
7.625,0
7.63541667,0
7.64583333,0
7.65625,0
7.66666667,0
7.67708333,0
7.6875,0
7.69791667,0
7.70833333,0
7.71875,0
7.72916667,0
7.73958333,0
7.75,0
7.76041667,0
7.77083333,0
7.78125,0
7.79166667,0
7.80208333,0
7.8125,0
7.82291667,0
7.83333333,0
7.84375,0
7.85416667,0
7.86458333,0
7.875,0
7.88541667,0
7.89583333,0
7.90625,0
7.91666667,0
7.92708333,0
7.9375,0
7.94791667,0
7.95833333,0
7.96875,0
7.97916667,0
7.98958333,0
8,0
8.01041667,0
8.02083333,0
8.03125,0
8.04166667,0
8.05208333,0
8.0625,0
8.07291667,0
8.08333333,0
8.09375,0
8.10416667,0
8.11458333,0
8.125,0
8.13541667,0
8.14583333,0
8.15625,0
8.16666667,0
8.17708333,0
8.1875,0
8.19791667,0
8.20833333,0
8.21875,0
8.22916667,0
8.23958333,0
8.25,0
8.26041667,0
8.27083333,0
8.28125,0
8.29166667,0
8.30208333,0
8.3125,0
8.32291667,0
8.33333333,0
8.34375,0
8.35416667,0
8.36458333,0
8.375,0
8.38541667,0
8.39583333,0
8.40625,0
8.41666667,0
8.42708333,0
8.4375,0
8.44791667,0
8.45833333,0
8.46875,0
8.47916667,0
8.48958333,0
8.5,0
8.51041667,0
8.52083333,0
8.53125,0
8.54166667,0
8.55208333,0
8.5625,0
8.57291667,0
8.58333333,0
8.59375,0
8.60416667,0
8.61458333,0
8.625,0
8.66666667,0
8.67708333,0
8.6875,0
8.69791667,0
8.70833333,0
8.71875,0
8.72916667,0
8.73958333,0
8.75,0
8.76041667,0
8.77083333,0
8.78125,0
8.79166667,0
8.80208333,0
8.8125,0
8.82291667,0
8.83333333,0
8.84375,0
8.85416667,0
8.86458333,0
8.875,0
8.88541667,0
8.89583333,0
8.90625,0
8.91666667,0
8.92708333,0
8.9375,0
8.94791667,0
8.95833333,0
8.96875,0
8.97916667,0
8.98958333,0
9,0
9.01041667,0
9.02083333,0
9.03125,0
9.04166667,0
9.05208333,0
9.0625,0
9.07291667,0
9.08333333,0
9.09375,0
9.10416667,0
9.11458333,0
9.125,0
9.13541667,0
9.14583333,0
9.15625,0
9.16666667,0
9.17708333,0
9.1875,0
9.19791667,0
9.20833333,0
9.21875,0
9.22916667,0
9.23958333,0
9.25,0
9.26041667,0
9.27083333,0
9.28125,0
9.29166667,0
9.30208333,0
9.3125,0
9.32291667,0
9.33333333,0
9.34375,0
9.35416667,0
9.36458333,0
9.375,0
9.38541667,0
9.39583333,0
9.40625,0
9.41666667,0
9.42708333,0
9.4375,0
9.44791667,0
9.45833333,0
9.46875,0
9.47916667,0
9.48958333,0
9.5,0
9.51041667,0
9.52083333,0
9.53125,0
9.54166667,0
9.55208333,0
9.5625,0
9.57291667,0
9.58333333,0
9.59375,0
9.60416667,0
9.61458333,0
9.625,0
9.63541667,0
9.64583333,0
9.65625,0
9.66666667,0
9.67708333,0
9.6875,0
9.69791667,0
9.70833333,0
9.71875,0
9.72916667,0
9.73958333,0
9.75,0
9.76041667,0
9.77083333,0
9.78125,0
9.79166667,0
9.80208333,0
9.8125,0
9.82291667,0
9.83333333,0
9.84375,0
9.85416667,0
9.86458333,0
9.875,0
9.88541667,0
9.89583333,0
9.90625,0
9.91666667,0
9.92708333,0
9.9375,0
9.94791667,0
9.95833333,0
9.96875,0
9.97916667,0
9.98958333,0
10,0
10.01041667,0
10.02083333,0
10.03125,0
10.04166667,0
10.05208333,0
10.0625,0
10.07291667,0
10.08333333,0
10.09375,0
10.10416667,0
10.11458333,0
10.125,0
10.13541667,0
10.14583333,0
10.15625,0
10.16666667,0
10.17708333,0
10.1875,0
10.19791667,0
10.20833333,0
10.21875,0
10.22916667,0
10.23958333,0
10.25,0
10.26041667,0
10.27083333,0
10.28125,0
10.29166667,0
10.30208333,0
10.3125,0
10.32291667,0
10.33333333,0
10.34375,0
10.35416667,0
10.36458333,0
10.375,0
10.38541667,0
10.39583333,0
10.40625,0
10.41666667,0
10.42708333,0
10.4375,0
10.44791667,0
10.45833333,0
10.46875,0
10.47916667,0
10.48958333,0
10.5,0
10.51041667,0
10.52083333,0
10.53125,0
10.54166667,0
10.55208333,0
10.5625,0
10.57291667,0
10.58333333,0
10.59375,0
10.60416667,0
10.61458333,0
10.625,0
10.63541667,0
10.64583333,0
10.65625,0
10.66666667,0
10.67708333,0
10.6875,0
10.69791667,0
10.70833333,0
10.71875,0
10.72916667,0
10.73958333,0
10.75,0
10.76041667,0
10.77083333,0
10.78125,0
10.79166667,0
10.80208333,0
10.8125,0
10.82291667,0
10.83333333,0
10.84375,0
10.85416667,0
10.86458333,0
10.875,0
10.88541667,0
10.89583333,0
10.90625,0
10.91666667,0
10.92708333,0
10.9375,0
10.94791667,0
10.95833333,0
10.96875,0
10.97916667,0
10.98958333,0
11,0
11.01041,0
11.02082,0
11.03123,0
11.04164,0
11.05205,0
11.06246,0
11.07287,0
11.08328,0
11.09369,0
11.1041,0
11.11451,0
11.12492,0
11.13533,0
11.14574,0
11.15615,0
11.16656,0
11.17697,0
11.18738,0
11.19779,0
11.2082,0
11.21861,0
11.22902,0
11.23943,0
11.24984,0
11.26025,0
11.27066,0
11.28107,0
11.29148,0
11.30189,0
11.3123,0
11.32271,0
11.33312,0
11.34353,0
11.35394,0
11.36435,0
11.37476,0
11.38517,0
11.39558,0
11.40599,0
11.4164,0
11.42681,0
11.43722,0
11.44763,0
11.45804,0
11.46845,0
11.47886,0
11.48927,0
11.49968,0
11.51009,0
11.5205,0
11.53091,0
11.54132,0
11.55173,0
11.56214,0
11.57255,0
11.58296,0
11.59337,0
11.60378,0
11.61419,0
11.6246,0
11.63501,0
11.64542,0
11.65583,0
11.66624,0
11.67665,0
11.68706,0
11.69747,0
11.70788,0
11.71829,0
11.7287,0
11.73911,0
11.74952,0
11.75993,0
11.77034,0
11.78075,0
11.79116,0
11.80157,0
11.81198,0
11.82239,0
11.8328,0
11.84321,0
11.85362,0
11.86403,0
11.87444,0
11.88485,0
11.89526,0
11.90567,0
11.91608,0
11.92649,0
11.9369,0
11.94731,0
11.95772,0
11.96813,0
11.97854,0
11.98895,0
11.99936,0
12.00977,0
12.02018,0
12.03059,0
12.041,0
12.05141,0
12.06182,0
12.07223,0
12.08264,0
12.09305,0
12.10346,0
12.11387,0
12.12428,0
12.13469,0
12.1451,0
12.15551,0
12.16592,0
12.17633,0
12.18674,0
12.19715,0
12.20756,0
12.21797,0
12.22838,0
12.23879,0
12.2492,0
12.25961,0
12.27002,0
12.28043,0
12.29084,0
12.30125,0
12.31166,0
12.32207,0
12.33248,0
12.34289,0
12.3533,0
12.36371,0
12.37412,0
12.38453,0
12.39494,0
12.40535,0
12.41576,0
12.42617,0
12.43658,0
12.44699,0
12.4574,0
12.46781,0
12.47822,0
12.48863,0
12.49904,0
12.50945,0
12.51986,0
12.53027,0
12.54068,0
12.55109,0
12.5615,0
12.57191,0
12.58232,0
12.59273,0
12.60314,0
12.61355,0
12.62396,0
12.63437,0
12.64478,0
12.65519,0
12.6656,0
12.67601,0
12.68642,0
12.69683,0
12.70724,0
12.71765,0
12.72806,0
12.73847,0
12.74888,0
12.75929,0
12.7697,0
12.78011,0
12.79052,0
12.80093,0
12.81134,0
12.82175,0
12.83216,0
12.84257,0
12.85298,0
12.86339,0
12.8738,0
12.88421,0
12.89462,0
12.90503,0
12.91544,0
12.92585,0
12.93626,0
12.94667,0
12.95708,0
12.96749,0
12.9779,0
12.98831,0
12.99872,0
13.00913,0
13.01954,0
13.02995,0
13.04036,0
13.05077,0
13.06118,0
13.07159,0
13.082,0
13.09241,0
13.10282,0
13.11323,0
13.12364,0
13.13405,0
13.14446,0
13.15487,0
13.16528,0
13.17569,0
13.1861,0
13.19651,0
13.20692,0
13.21733,0
13.22774,0
13.23815,0
13.24856,0
13.25897,0
13.26938,0
13.27979,0
13.2902,0
13.30061,0
13.31102,0
13.32143,0
13.33184,0
13.34225,0
13.35266,0
13.36307,0
13.37348,0
13.38389,0
13.3943,0
13.40471,0
13.41512,0
13.42553,0
13.43594,0
13.44635,0
13.45676,0
13.46717,0
13.47758,0
13.48799,0
13.4984,0
13.50881,0
13.51922,0
13.52963,0
13.54004,0
13.55045,0
13.56086,0
13.57127,0
13.58168,0
13.59209,0
13.6025,0
13.61291,0
13.62332,0
13.63373,0
13.64414,0
13.65455,0
13.66496,0
13.67537,0
13.68578,0
13.69619,0
13.7066,0
13.71701,0
13.72742,0
13.73783,0
13.74824,0
13.75865,0
13.76906,0
13.77947,0
13.78988,0
13.80029,0
13.8107,0
13.82111,0
13.83152,0
13.84193,0
13.85234,0
13.86275,0
13.87316,0
13.88357,0
13.89398,0
13.90439,0
13.9148,0
13.92521,0
13.93562,0
13.94603,0
13.95644,0
13.96685,0
13.97726,0
13.98767,0
13.99808,0
14.00849,0
14.0189,0
14.02931,0
14.03972,0
14.05013,0
14.06054,0
14.07095,0
14.08136,0
14.09177,0
14.10218,0
14.11259,0
14.123,0
14.13341,0
14.14382,0
14.15423,0
14.16464,0
14.17505,0
14.18546,0
14.19587,0
14.20628,0
14.21669,0
14.2271,0
14.23751,0
14.24792,0
14.25833,0
14.26874,0
14.27915,0
14.28956,0
14.29997,0
14.31038,0
14.32079,0
14.3312,0
14.34161,0
14.35202,0
14.36243,0
14.37284,0
14.38325,0
14.39366,0
14.40407,0
14.41448,0
14.42489,0
14.4353,0
14.44571,0
14.45612,0
14.46653,0
14.47694,0
14.48735,0
14.49776,0
14.50817,0
14.51858,0
14.52899,0
14.5394,0
14.54981,0
14.56022,0
14.57063,0
14.58104,0
14.59145,0
14.60186,0
14.61227,0
14.62268,0
14.63309,0
14.6435,0
14.65391,0
14.66432,0
14.67473,0
14.68514,0
14.69555,0
14.70596,0
14.71637,0
14.72678,0
14.73719,0
14.7476,0
14.75801,0
14.76842,0
14.77883,0
14.78924,0
14.79965,0
14.81006,0
14.82047,0
14.83088,0
14.84129,0
14.8517,0
14.86211,0
14.87252,0
14.88293,0
14.89334,0
14.90375,0
14.91416,0
14.92457,0
14.93498,0
14.94539,0
14.9558,0
14.96621,0
14.97662,0
14.98703,0
14.99744,0
15.00785,0
15.01826,0
15.02867,0
15.03908,0
15.04949,0
15.0599,0
15.07031,0
15.08072,0
15.09113,0
15.10154,0
15.11195,0
15.12236,0
15.13277,0
15.14318,0
15.15359,0
15.164,0
15.17441,0
15.18482,0
15.19523,0
15.20564,0
15.21605,0
15.22646,0
15.23687,0
15.24728,0
15.25769,0
15.2681,0
15.27851,0
15.28892,0
15.29933,0
15.30974,0
15.32015,0
15.33056,0
15.34097,0
15.35138,0
15.36179,0
15.3722,0
15.38261,0
15.39302,0
15.40343,0
15.41384,0
15.42425,0
15.43466,0
15.44507,0
15.45548,0
15.46589,0
15.4763,0
15.48671,0
15.49712,0
15.50753,0
15.51794,0
15.52835,0
15.53876,0
15.54917,0
15.55958,0
15.56999,0
15.5804,0
15.59081,0
15.60122,0
15.61163,0
15.62204,0
15.63245,0
15.64286,0
15.65327,0
15.66368,0
15.67409,0
15.6845,0
15.69491,0
15.70532,0
15.71573,0
15.72614,0
15.73655,0
15.74696,0
15.75737,0
15.76778,0
15.77819,0
15.7886,0
15.79901,0
15.80942,0
15.81983,0
15.83024,0
15.84065,0
15.85106,0
15.86147,0
15.87188,0
15.88229,0
15.8927,0
15.90311,0
15.91352,0
15.92393,0
15.93434,0
15.94475,0
15.95516,0
15.96557,0
15.97598,0
15.98639,0
15.9968,0
16.00721,0
16.01762,0
16.02803,0
16.03844,0
16.04885,0
16.05926,0
16.06967,0
16.08008,0
16.09049,0
16.1009,0
16.11131,0
16.12172,0
16.13213,0
16.14254,0
16.15295,0
16.16336,0
16.17377,0
16.18418,0
16.19459,0
16.205,0
16.21541,0
16.22582,0
16.23623,0
16.24664,0
16.25705,0
16.26746,0
16.27787,0
16.28828,0
16.29869,0
16.3091,0
16.31951,0
16.32992,0
16.34033,0
16.35074,0
16.36115,0
16.37156,0
16.38197,0
16.39238,0
16.40279,0
16.4132,0
16.42361,0
16.43402,0
16.44443,0
16.45484,0
16.46525,0
16.47566,0
16.48607,0
16.49648,0
16.50689,0
16.5173,0
16.52771,0
16.53812,0
16.54853,0
16.55894,0
16.56935,0
16.57976,0
16.59017,0
16.60058,0
16.61099,0
16.6214,0
16.63181,0
16.64222,0
16.65263,0
16.66304,0
16.67345,0
16.68386,0
16.69427,0
16.70468,0
16.71509,0
16.7255,0
16.73591,0
16.74632,0
16.75673,0
16.76714,0
16.77755,0
16.78796,0
16.79837,0
16.80878,0
16.81919,0
16.8296,0
16.84001,0
16.85042,0
16.86083,0
16.87124,0
16.88165,0
16.89206,0
16.90247,0
16.91288,0
16.92329,0
16.9337,0
16.94411,0
16.95452,0
16.96493,0
16.97534,0
16.98575,0
16.99616,0
17.00657,0
17.01698,0
17.02739,0
17.0378,0
17.04821,0
17.05862,0
17.06903,0
17.07944,0
17.08985,0
17.10026,0
17.11067,0
17.12108,0
17.13149,0
17.1419,0
17.15231,0
17.16272,0
17.17313,0
17.18354,0
17.19395,0
17.20436,0
17.21477,0
17.22518,0
17.23559,0
17.246,0
17.25641,0
17.26682,0
17.27723,0
17.28764,0
17.29805,0
17.30846,0
17.31887,0
17.32928,0
17.33969,0
17.3501,0
17.36051,0
17.37092,0
17.38133,0
17.39174,0
17.40215,0
17.41256,0
17.42297,0
17.43338,0
17.44379,0
17.4542,0
17.46461,0
17.47502,0
17.48543,0
17.49584,0
17.50625,0
17.51666,0
17.52707,0
17.53748,0
17.54789,0
17.5583,0
17.56871,0
17.57912,0
17.58953,0
17.59994,0
17.61035,0
17.62076,0
17.63117,0
17.64158,0
17.65199,0
17.6624,0
17.67281,0
17.68322,0
17.69363,0
17.70404,0
17.71445,0
17.72486,0
17.73527,0
17.74568,0
17.75609,0
17.7665,0
17.77691,0
17.78732,0
17.79773,0
17.80814,0
17.81855,0
17.82896,0
17.83937,0
17.84978,0
17.86019,0
17.8706,0
17.88101,0
17.89142,0
17.90183,0
17.91224,0
17.92265,0
17.93306,0
17.94347,0
17.95388,0
17.96429,0
17.9747,0
17.98511,0
17.99552,0
18.00593,0
18.01634,0
18.02675,0
18.03716,0
18.04757,0
18.05798,0
18.06839,0
18.0788,0
18.08921,0
18.09962,0
18.11003,0
18.12044,0
18.13085,0
18.14126,0
18.15167,0
18.16208,0
18.17249,0
18.1829,0
18.19331,0
18.20372,0
18.21413,0
18.22454,0
18.23495,0
18.24536,0
18.25577,0
18.26618,0
18.27659,0
18.287,0
18.29741,0
18.30782,0
18.31823,0
18.32864,0
18.33905,0
18.34946,0
18.35987,0
18.37028,0
18.38069,0
18.3911,0
18.40151,0
18.41192,0
18.42233,0
18.43274,0
18.44315,0
18.45356,0
18.46397,0
18.47438,0
18.48479,0
18.4952,0
18.50561,0
18.51602,0
18.52643,0
18.53684,0
18.54725,0
18.55766,0
18.56807,0
18.57848,0
18.58889,0
18.5993,0
18.60971,0
18.62012,0
18.63053,0
18.64094,0
18.65135,0
18.66176,0
18.67217,0
18.68258,0
18.69299,0
18.7034,0
18.71381,0
18.72422,0
18.73463,0
18.74504,0
18.75545,0
18.76586,0
18.77627,0
18.78668,0
18.79709,0
18.8075,0
18.81791,0
18.82832,0
18.83873,0
18.84914,0
18.85955,0
18.86996,0
18.88037,0
18.89078,0
18.90119,0
18.9116,0
18.92201,0
18.93242,0
18.94283,0
18.95324,0
18.96365,0
18.97406,0
18.98447,0
18.99488,0
19.00529,0
19.0157,0
19.02611,0
19.03652,0
19.04693,0
19.05734,0
19.06775,0
19.07816,0
19.08857,0
19.09898,0
19.10939,0
19.1198,0
19.13021,0
19.14062,0
19.15103,0
19.16144,0
19.17185,0
19.18226,0
19.19267,0
19.20308,0
19.21349,0
19.2239,0
19.23431,0
19.24472,0
19.25513,0
19.26554,0
19.27595,0
19.28636,0
19.29677,0
19.30718,0
19.31759,0
19.328,0
19.33841,0
19.34882,0
19.35923,0
19.36964,0
19.38005,0
19.39046,0
19.40087,0
19.41128,0
19.42169,0
19.4321,0
19.44251,0
19.45292,0
19.46333,0
19.47374,0
19.48415,0
19.49456,0
19.50497,0
19.51538,0
19.52579,0
19.5362,0
19.54661,0
19.55702,0
19.56743,0
19.57784,0
19.58825,0
19.59866,0
19.60907,0
19.61948,0
19.62989,0
19.6403,0
19.65071,0
19.66112,0
19.67153,0
19.68194,0
19.69235,0
19.70276,0
19.71317,0
19.72358,0
19.73399,0
19.7444,0
19.75481,0
19.76522,0
19.77563,0
19.78604,0
19.79645,0
19.80686,0
19.81727,0
19.82768,0
19.83809,0
19.8485,0
19.85891,0
19.86932,0
19.87973,0
19.89014,0
19.90055,0
19.91096,0
19.92137,0
19.93178,0
19.94219,0
19.9526,0
19.96301,0
19.97342,0
19.98383,0
19.99424,0
20.00465,0
20.01506,0
20.02547,0
20.03588,0
20.04629,0
20.0567,0
20.06711,0
20.07752,0
20.08793,0
20.09834,0
20.10875,0
20.11916,0
20.12957,0
20.13998,0
20.15039,0
20.1608,0
20.17121,0
20.18162,0
20.19203,0
20.20244,0
20.21285,0
20.22326,0
20.23367,0
20.24408,0
20.25449,0
20.2649,0
20.27531,0
20.28572,0
20.29613,0
20.30654,0
20.31695,0
20.32736,0
20.33777,0
20.34818,0
20.35859,0
20.369,0
20.37941,0
20.38982,0
20.40023,0
20.41064,0
20.42105,0
20.43146,0
20.44187,0
20.45228,0
20.46269,0
20.4731,0
20.48351,0
20.49392,0
20.50433,0
20.51474,0
20.52515,0
20.53556,0
20.54597,0
20.55638,0
20.56679,0
20.5772,0
20.58761,0
20.59802,0
20.60843,0
20.61884,0
20.62925,0
20.63966,0
20.65007,0
20.66048,0
20.67089,0
20.6813,0
20.69171,0
20.70212,0
20.71253,0
20.72294,0
20.73335,0
20.74376,0
20.75417,0
20.76458,0
20.77499,0
20.7854,0
20.79581,0
20.80622,0
20.81663,0
20.82704,0
20.83745,0
20.84786,0
20.85827,0
20.86868,0
20.87909,0
20.8895,0
20.89991,0
20.91032,0
20.92073,0
20.93114,0
20.94155,0
20.95196,0
20.96237,0
20.97278,0
20.98319,0
20.9936,0
21.00401,0
21.01442,0
21.02483,0
21.03524,0
